time="2024-05-09T02:24:45.641" level=info msg="Starting kbench..."
time="2024-05-09T02:24:45.646" level=info msg="Created a new Pod manager."
time="2024-05-09T02:24:45.666" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-09T02:33:27.245" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:27.245" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:27.245" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:30.423" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:30.423" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:30.423" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:33.583" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:33.583" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:33.583" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:36.714" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:36.714" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:36.714" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:39.865" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:39.865" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:39.865" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:43.041" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:43.041" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:43.041" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:46.211" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:46.211" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:46.212" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:49.351" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:49.351" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:49.351" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:52.478" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:52.479" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:52.479" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:55.645" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:55.646" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:55.646" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:33:58.785" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:33:58.785" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:33:58.785" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:01.944" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:01.944" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:01.944" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:05.183" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:05.183" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:05.183" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:08.302" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:08.302" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:08.302" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:11.449" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:11.449" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:11.449" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:14.629" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:14.629" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:14.629" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:17.800" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:17.800" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:17.800" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:20.990" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:20.991" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:20.991" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:24.156" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:24.156" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:24.156" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:27.344" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:27.344" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:27.344" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:30.472" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:30.472" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:30.472" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:33.649" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:33.649" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:33.649" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:36.778" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:36.778" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:36.778" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:39.948" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:39.949" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:39.949" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:43.085" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:43.085" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:43.085" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:46.246" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:46.246" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:46.246" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:49.398" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:49.398" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:49.398" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:52.539" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:52.540" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:52.540" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:55.715" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:55.715" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:55.715" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:34:58.879" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:34:58.879" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:34:58.879" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:02.055" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:02.055" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:02.055" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:05.204" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:05.205" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:05.205" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:08.350" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:08.350" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:08.350" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:11.527" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:11.527" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:11.527" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:14.694" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:14.694" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:14.694" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:17.851" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:17.851" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:17.851" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:21.020" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:21.020" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:21.020" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:24.179" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:24.179" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:24.179" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:27.363" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:27.363" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:27.363" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:30.511" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:30.511" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:30.511" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:33.645" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:33.645" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:33.645" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:36.811" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:36.811" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:36.811" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:39.960" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:39.960" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:39.960" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:43.143" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:43.143" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:43.143" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:46.290" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:46.290" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:46.290" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:49.451" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:49.451" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:49.451" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:52.593" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:52.593" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:52.593" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:55.750" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:55.750" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:55.750" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:35:58.956" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:35:58.956" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:35:58.956" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:02.082" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:02.082" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:02.082" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:05.282" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:05.282" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:05.282" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:08.454" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:08.454" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:08.454" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:11.609" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:11.609" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:11.609" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:14.762" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:14.762" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:14.762" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:17.937" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:17.937" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:17.937" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:21.073" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:21.073" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:21.073" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:24.252" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:24.252" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:24.252" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:27.440" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:27.440" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:27.440" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:30.580" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:30.580" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:30.580" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:33.757" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:33.757" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:33.757" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:36.948" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:36.948" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:36.948" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:40.129" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:40.129" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:40.129" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:43.284" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:43.284" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:43.284" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:46.415" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:46.415" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:46.415" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:49.596" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:49.597" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:49.597" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:52.771" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:52.771" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:52.771" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:55.951" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:55.951" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:55.951" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:36:59.130" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:36:59.130" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:36:59.130" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:02.306" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:02.306" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:02.306" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:05.481" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:05.481" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:05.481" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:08.626" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:08.626" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:08.626" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:11.809" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:11.810" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:11.810" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:14.960" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:14.960" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:14.960" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:18.104" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:18.104" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:18.104" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:37:21.274" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:37:21.274" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:37:21.274" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
