time="2024-05-08T16:47:30.763" level=info msg="Starting kbench..."
time="2024-05-08T16:47:30.770" level=info msg="Created a new Pod manager."
time="2024-05-08T16:47:30.797" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-08T16:56:08.159" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:08.159" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:08.159" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:11.302" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:11.302" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:11.302" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:14.451" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:14.451" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:14.451" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:17.590" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:17.590" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:17.590" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:20.740" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:20.740" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:20.740" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:23.883" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:23.883" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:23.883" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:27.011" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:27.011" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:27.011" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:30.151" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:30.151" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:30.151" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:33.299" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:33.299" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:33.299" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:36.448" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:36.448" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:36.448" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:39.595" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:39.595" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:39.595" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:42.739" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:42.739" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:42.739" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:45.886" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:45.886" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:45.886" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:49.022" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:49.022" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:49.023" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:52.146" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:52.146" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:52.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:55.343" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:55.344" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:55.344" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:58.473" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:58.473" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:58.473" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:01.619" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:01.619" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:01.619" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:04.735" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:04.735" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:04.735" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:07.883" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:07.883" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:07.883" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:11.009" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:11.009" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:11.009" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:14.146" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:14.146" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:14.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:17.267" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:17.267" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:17.267" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:20.455" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:20.455" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:20.455" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:23.595" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:23.595" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:23.595" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:26.735" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:26.735" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:26.735" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:29.865" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:29.865" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:29.865" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:32.995" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:32.995" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:32.995" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:36.147" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:36.147" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:36.147" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:39.290" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:39.290" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:39.290" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:42.431" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:42.432" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:42.432" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:45.569" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:45.569" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:45.569" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:48.727" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:48.727" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:48.727" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:51.859" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:51.859" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:51.859" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:54.987" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:54.987" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:54.987" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:57:58.119" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:57:58.119" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:57:58.119" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:01.189" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:01.189" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:01.189" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:04.338" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:04.338" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:04.338" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:07.489" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:07.489" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:07.489" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:10.619" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:10.619" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:10.619" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:13.770" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:13.770" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:13.771" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:16.898" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:16.898" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:16.898" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:19.996" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:19.996" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:19.996" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:23.130" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:23.130" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:23.130" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:26.274" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:26.274" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:26.274" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:29.405" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:29.405" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:29.405" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:32.539" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:32.539" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:32.539" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:35.662" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:35.663" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:35.663" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:38.799" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:38.799" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:38.799" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:41.959" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:41.959" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:41.959" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:45.095" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:45.095" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:45.095" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:48.239" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:48.239" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:48.239" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:51.375" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:51.375" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:51.375" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:54.501" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:54.501" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:54.501" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:58:57.675" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:58:57.675" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:58:57.675" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:00.808" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:00.808" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:00.808" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:03.966" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:03.967" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:03.967" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:07.110" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:07.110" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:07.110" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:10.242" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:10.242" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:10.242" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:13.396" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:13.396" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:13.396" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:16.535" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:16.535" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:16.535" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:19.681" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:19.681" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:19.681" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:22.839" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:22.839" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:22.839" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:26.034" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:26.034" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:26.034" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:29.187" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:29.187" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:29.187" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:32.330" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:32.330" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:32.330" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:35.452" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:35.452" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:35.452" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:38.574" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:38.575" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:38.575" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:41.711" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:41.711" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:41.711" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:44.850" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:44.850" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:44.850" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:47.994" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:47.994" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:47.994" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:51.136" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:51.136" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:51.136" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:54.275" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:54.275" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:54.275" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:59:57.403" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:59:57.403" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:59:57.404" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:00:00.547" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:00:00.547" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:00:00.547" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
